alpha,auc_roc,f1,mcc,n_estimators,remove,smell
0.8712332172772823,0.9369593987518516,0.9307492970431167,0.8842428388433226,20,False,complex-class
0.8620495058410693,0.9381735509094001,0.9307696311026933,0.8842809245992607,30,False,complex-class
0.8632879322260663,0.9393877030669483,0.9308583573144049,0.8844783255944729,40,False,complex-class
0.8684918757458664,0.9350288968213496,0.927963380548828,0.879422161706096,50,False,complex-class
0.8853442084882464,0.9401040528399018,0.9338025096404892,0.8891312446325285,60,False,complex-class
0.8936163479969229,0.9363168087224691,0.9335719540385935,0.8892747988070137,70,False,complex-class
0.8968745874139246,0.9382473106529711,0.9363675396615748,0.8942634189904953,80,False,complex-class
0.8845100135013357,0.9376757485248052,0.93350014932814,0.889191136175547,90,False,complex-class
0.8778930020675285,0.9326005925062529,0.9277424007266372,0.8794468533904992,100,False,complex-class
0.8583176723024241,0.9330349554406158,0.9273866066445113,0.8797329644119223,110,False,complex-class
0.8583176723024241,0.9330349554406158,0.9273866066445113,0.8797329644119223,120,False,complex-class
0.8642406870778557,0.9478970884631261,0.9393691007796393,0.8988209670430551,130,False,complex-class
0.8573737403022945,0.9416077802870256,0.9334007994125417,0.8891057482060929,140,False,complex-class
0.8341018925631231,0.9228846434035113,0.9156340300229141,0.8601732294117639,150,False,complex-class
0.8381093448348207,0.9260292974915615,0.9186253784469544,0.8649661170787597,160,False,complex-class
0.882716148683187,0.9453239965032417,0.9393440197485594,0.8988076948023364,170,False,complex-class
0.8793267834104187,0.9421793424151913,0.9363805506615795,0.8939720469128177,180,False,complex-class
0.8970043672125678,0.9394614628105196,0.9365185880516467,0.8940731124918995,190,False,complex-class
0.8937537292494815,0.9375309608800176,0.9337303279212978,0.8891464189000277,200,False,complex-class
0.8863277574459726,0.9300275005463684,0.9276913606620996,0.8796727431781716,210,False,complex-class
0.8863277574459726,0.9300275005463684,0.9276913606620996,0.8796727431781716,220,False,complex-class
0.8657976557673965,0.9330983948908476,0.9251380455565466,0.874688223817767,230,False,complex-class
0.8657976557673965,0.9330983948908476,0.9251380455565466,0.874688223817767,240,False,complex-class
0.8477146401173771,0.9248151453340133,0.9186501663522763,0.8650773437820829,250,False,complex-class
0.8513099642478328,0.9279597994220635,0.9215999226945395,0.8699442856221768,260,False,complex-class
0.8697348952786368,0.9433934945727398,0.9363963711760218,0.8939627285952789,270,False,complex-class
0.8666124907819177,0.941462992642238,0.933620439724295,0.8891312446325285,280,False,complex-class
0.8550971798647125,0.9309596658653262,0.9245776384046178,0.8746127055873859,290,False,complex-class
0.8455032971634832,0.9321738180228746,0.9245778023997124,0.8745523144966804,300,False,complex-class
0.16690762912626123,0.604472647404595,0.5002649070246823,0.22112003601783922,10,False,shotgun-surgery
0.22427254079830372,0.6424409998349591,0.5479287963272949,0.3063519830865526,20,False,shotgun-surgery
0.36335978802308244,0.6711353347084135,0.5938485794555882,0.3866571944721859,30,False,shotgun-surgery
0.4033658359219854,0.6890230106901134,0.6159042082255243,0.41699171593534634,40,False,shotgun-surgery
0.3841198762443694,0.683642169044116,0.6073486891865764,0.412813292895141,50,False,shotgun-surgery
0.42748581419295395,0.6902097309989824,0.619950139412346,0.42922302836716314,60,False,shotgun-surgery
0.4229388161025637,0.6894010012741784,0.6189841599327847,0.4298599816531704,70,False,shotgun-surgery
0.4237042404961783,0.6937135257663255,0.6241162060970514,0.4341114563716086,80,False,shotgun-surgery
0.4432264973548933,0.7063501538165512,0.6401030644191739,0.46059540246283054,90,False,shotgun-surgery
0.4468102102968424,0.7028463590492079,0.6363988610095944,0.4559280686621783,100,False,shotgun-surgery
0.4844795785365478,0.704992281795989,0.6434927924289626,0.46129799278289124,110,False,shotgun-surgery
0.47508407680421627,0.7115805227494405,0.6494612157417464,0.4714625737680169,120,False,shotgun-surgery
0.4774289171132833,0.7103731234419866,0.6477412861940367,0.4655548579159368,130,False,shotgun-surgery
0.4824144259907519,0.7088854577069014,0.6470020504994095,0.4663361183855831,140,False,shotgun-surgery
0.4736810553881523,0.7095643937171825,0.6468396001934177,0.4659260710807126,150,False,shotgun-surgery
0.4488491433256252,0.7070084108282472,0.6427288014403192,0.4680795972548531,160,False,shotgun-surgery
0.4446916559214268,0.7061996811034431,0.6416464279090364,0.46885551776210055,170,False,shotgun-surgery
0.4550804280506331,0.7099630632998325,0.6462764955242731,0.47298039008304504,180,False,shotgun-surgery
0.4497408302376713,0.7071382045427703,0.6425526522913881,0.4679382157160195,190,False,shotgun-surgery
0.464997225399715,0.7189661028681917,0.6578088211262542,0.4956319470856966,200,False,shotgun-surgery
0.46022474866326357,0.701509166027231,0.6370002963932636,0.4498515306533689,210,False,shotgun-surgery
0.44272951782260295,0.6986843072701687,0.6322269239048124,0.4449387684829437,220,False,shotgun-surgery
0.4509207702610505,0.6978755775453647,0.6323458629000516,0.445175183348108,230,False,shotgun-surgery
0.4455859074686854,0.6950507187883026,0.6286388604119788,0.44004765325051387,240,False,shotgun-surgery
0.45409256873436454,0.7020376293244038,0.6375763789014537,0.4566418782957754,250,False,shotgun-surgery
0.45678985490728286,0.7121089860466135,0.6489831998861142,0.47907152967335703,260,False,shotgun-surgery
0.46039381459355344,0.7127879220568946,0.6499621632085598,0.47801261375041926,270,False,shotgun-surgery
0.46535670225237646,0.7113002563218094,0.6490338717848155,0.4793256560265772,280,False,shotgun-surgery
0.4497408302376713,0.7071382045427703,0.6425526522913881,0.4679382157160195,290,False,shotgun-surgery
0.4516033841486974,0.7092841272895514,0.6451869872863353,0.47389022567353734,300,False,shotgun-surgery
