smell,type,value,head,fea_num,features
spaghetti-code,agreement,1.0,size,6,"{'C3': 221, 'NOM_package': 131, 'number_constructor_DefaultConstructor_methods': 93, 'NOC_type': 83, 'NOCS_package': 74, 'LOC': 65, 'number_final_methods': 54, 'number_protected_visibility_attributes': 44, 'number_final_not_static_methods': 38, 'number_abstract_methods': 34, 'number_constructor_NotDefaultConstructor_methods': 33, 'number_private_visibility_methods': 33, 'MPC': 32, 'number_private_visibility_attributes': 32, 'number-committors': 31, 'CFNAMM_type': 30, 'number_final_static_methods': 26, 'is_controller': 25, 'number_package_visibility_attributes': 25, 'number_package_visibility_methods': 24, 'avg.dev.scattering': 24, 'RFC': 23, 'WMC': 23, 'num_static_not_final_attributes': 22, 'LCOM5_type': 21, 'CBO': 21, 'DIT_type': 19, 'WOC_type': 19, 'NOI_package': 19, 'number_protected_visibility_methods': 18, 'num_not_final_not_static_attributes': 17, 'TCC_type': 16, 'Avg-commit-size': 16, 'NOPA_type': 15, 'number-changes': 13, 'number_not_final_not_static_methods': 11, 'isStatic_type': 11, 'WMCNAMM_type': 9, 'num_final_not_static_attributes': 8, 'persistance': 7, 'num_final_static_attributes': 7, 'is_test': 7, 'NIM_type': 5, 'NOII_type': 4, 'NOCS_type': 4, 'ATFD_type': 3, 'NOAM_type': 2, 'is_util': 1, 'NMO_type': 1}"
spaghetti-code,agreement,0.288135593220339,complexity,6,"{'C3': 221, 'NOM_package': 131, 'number_constructor_DefaultConstructor_methods': 93, 'NOC_type': 83, 'NOCS_package': 74, 'LOC': 65, 'number_final_methods': 54, 'number_protected_visibility_attributes': 44, 'number_final_not_static_methods': 38, 'number_abstract_methods': 34, 'number_constructor_NotDefaultConstructor_methods': 33, 'number_private_visibility_methods': 33, 'MPC': 32, 'number_private_visibility_attributes': 32, 'number-committors': 31, 'CFNAMM_type': 30, 'number_final_static_methods': 26, 'is_controller': 25, 'number_package_visibility_attributes': 25, 'number_package_visibility_methods': 24, 'avg.dev.scattering': 24, 'RFC': 23, 'WMC': 23, 'num_static_not_final_attributes': 22, 'LCOM5_type': 21, 'CBO': 21, 'DIT_type': 19, 'WOC_type': 19, 'NOI_package': 19, 'number_protected_visibility_methods': 18, 'num_not_final_not_static_attributes': 17, 'TCC_type': 16, 'Avg-commit-size': 16, 'NOPA_type': 15, 'number-changes': 13, 'number_not_final_not_static_methods': 11, 'isStatic_type': 11, 'WMCNAMM_type': 9, 'num_final_not_static_attributes': 8, 'persistance': 7, 'num_final_static_attributes': 7, 'is_test': 7, 'NIM_type': 5, 'NOII_type': 4, 'NOCS_type': 4, 'ATFD_type': 3, 'NOAM_type': 2, 'is_util': 1, 'NMO_type': 1}"
spaghetti-code,agreement,0.0,production,6,"{'C3': 221, 'NOM_package': 131, 'number_constructor_DefaultConstructor_methods': 93, 'NOC_type': 83, 'NOCS_package': 74, 'LOC': 65, 'number_final_methods': 54, 'number_protected_visibility_attributes': 44, 'number_final_not_static_methods': 38, 'number_abstract_methods': 34, 'number_constructor_NotDefaultConstructor_methods': 33, 'number_private_visibility_methods': 33, 'MPC': 32, 'number_private_visibility_attributes': 32, 'number-committors': 31, 'CFNAMM_type': 30, 'number_final_static_methods': 26, 'is_controller': 25, 'number_package_visibility_attributes': 25, 'number_package_visibility_methods': 24, 'avg.dev.scattering': 24, 'RFC': 23, 'WMC': 23, 'num_static_not_final_attributes': 22, 'LCOM5_type': 21, 'CBO': 21, 'DIT_type': 19, 'WOC_type': 19, 'NOI_package': 19, 'number_protected_visibility_methods': 18, 'num_not_final_not_static_attributes': 17, 'TCC_type': 16, 'Avg-commit-size': 16, 'NOPA_type': 15, 'number-changes': 13, 'number_not_final_not_static_methods': 11, 'isStatic_type': 11, 'WMCNAMM_type': 9, 'num_final_not_static_attributes': 8, 'persistance': 7, 'num_final_static_attributes': 7, 'is_test': 7, 'NIM_type': 5, 'NOII_type': 4, 'NOCS_type': 4, 'ATFD_type': 3, 'NOAM_type': 2, 'is_util': 1, 'NMO_type': 1}"
spaghetti-code,agreement,0.0,testing,6,"{'C3': 221, 'NOM_package': 131, 'number_constructor_DefaultConstructor_methods': 93, 'NOC_type': 83, 'NOCS_package': 74, 'LOC': 65, 'number_final_methods': 54, 'number_protected_visibility_attributes': 44, 'number_final_not_static_methods': 38, 'number_abstract_methods': 34, 'number_constructor_NotDefaultConstructor_methods': 33, 'number_private_visibility_methods': 33, 'MPC': 32, 'number_private_visibility_attributes': 32, 'number-committors': 31, 'CFNAMM_type': 30, 'number_final_static_methods': 26, 'is_controller': 25, 'number_package_visibility_attributes': 25, 'number_package_visibility_methods': 24, 'avg.dev.scattering': 24, 'RFC': 23, 'WMC': 23, 'num_static_not_final_attributes': 22, 'LCOM5_type': 21, 'CBO': 21, 'DIT_type': 19, 'WOC_type': 19, 'NOI_package': 19, 'number_protected_visibility_methods': 18, 'num_not_final_not_static_attributes': 17, 'TCC_type': 16, 'Avg-commit-size': 16, 'NOPA_type': 15, 'number-changes': 13, 'number_not_final_not_static_methods': 11, 'isStatic_type': 11, 'WMCNAMM_type': 9, 'num_final_not_static_attributes': 8, 'persistance': 7, 'num_final_static_attributes': 7, 'is_test': 7, 'NIM_type': 5, 'NOII_type': 4, 'NOCS_type': 4, 'ATFD_type': 3, 'NOAM_type': 2, 'is_util': 1, 'NMO_type': 1}"
blob,agreement,0.39086294416243655,all,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,entropy,2.3263442055342765,all,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,1.0,coupling,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,0.0,changehistory,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,0.7142857142857143,cohesion,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,1.0,size,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,1.0,complexity,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,0.0,production,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
blob,agreement,0.0,testing,6,"{'WMC': 167, 'RFC': 154, 'CBO': 149, 'LOC': 136, 'C3': 136, 'WOC_type': 60, 'NOCS_package': 55, 'NOAM_type': 50, 'num_final_static_attributes': 44, 'TCC_type': 41, 'ATFD_type': 13, 'NOI_package': 12, 'MPC': 11, 'NOPA_type': 8, 'is_controller': 5, 'Readability': 4, 'number_package_visibility_methods': 4, 'DIT_type': 3, 'number_private_visibility_attributes': 2, 'number_constructor_NotDefaultConstructor_methods': 2, 'num_final_not_static_attributes': 2, 'number_constructor_DefaultConstructor_methods': 2, 'number_package_visibility_attributes': 2, 'number_abstract_methods': 1, 'is_test': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'number_not_final_static_methods': 1, 'number_private_visibility_methods': 1}"
shotgun-surgery,agreement,0.39263803680981596,all,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,entropy,2.2960961435167286,all,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,0.37433155080213903,coupling,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,1.0,changehistory,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,0.4,cohesion,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,1.0,size,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,0.28169014084507044,complexity,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,0.0,production,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
shotgun-surgery,agreement,0.0,testing,6,"{'Avg-commit-size': 294, 'persistance': 184, 'is_test': 169, 'avg.dev.scattering': 119, 'NOCS_package': 103, 'TCC_type': 94, 'number_constructor_NotDefaultConstructor_methods': 59, 'LOCNAMM_type': 50, 'CBO': 47, 'MPC': 47, 'CFNAMM_type': 45, 'WOC_type': 39, 'number_standard_design_methods': 30, 'NOPA_type': 30, 'number_private_visibility_methods': 30, 'Readability': 29, 'number-committors': 27, 'WMC': 27, 'number_abstract_methods': 26, 'NOI_package': 24, 'number_static_methods': 23, 'number_constructor_DefaultConstructor_methods': 22, 'number_package_visibility_attributes': 21, 'NOC_type': 17, 'C3': 16, 'num_static_attributes': 15, 'number_not_final_not_static_methods': 15, 'num_not_final_not_static_attributes': 14, 'LOC_package': 12, 'LOC': 12, 'number_final_static_methods': 12, 'num_final_static_attributes': 11, 'number_not_abstract_not_final_methods': 10, 'WMCNAMM_type': 10, 'LCOM5_type': 8, 'number_final_not_static_methods': 7, 'number_not_final_static_methods': 7, 'number_public_visibility_methods': 6, 'number_protected_visibility_attributes': 6, 'num_static_not_final_attributes': 6, 'NOAM_type': 6, 'isStatic_type': 4, 'number_package_visibility_methods': 4, 'NOMNAMM_type': 4, 'NOM_package': 4, 'NOMNAMM_package': 4, 'RFC': 4, 'NOM_type': 3, 'num_final_not_static_attributes': 3, 'number_private_visibility_attributes': 3, 'number_protected_visibility_methods': 2, 'FANOUT_type': 2, 'num_final_attributes': 2, 'NOCS_type': 1, 'number_final_methods': 1}"
complex-class,agreement,0.6383561643835617,all,6,"{'CBO': 291, 'RFC': 275, 'C3': 262, 'NOAM_type': 215, 'WOC_type': 176, 'NIM_type': 119, 'number_private_visibility_attributes': 119, 'TCC_type': 74, 'NOCS_package': 50, 'NOI_package': 23, 'is_test': 22, 'number_constructor_NotDefaultConstructor_methods': 19, 'is_procedural': 18, 'number_final_not_static_methods': 14, 'LCOM5_type': 12, 'Avg-commit-size': 8, 'LOC': 7, 'num_final_not_static_attributes': 6, 'MPC': 6, 'NMO_type': 4, 'number_protected_visibility_attributes': 4, 'is_controller': 4, 'ATFD_type': 3, 'number_final_static_methods': 2, 'NOC_type': 2, 'NOCS_type': 2, 'NOPA_type': 1, 'persistance': 1, 'number-committors': 1, 'num_static_not_final_attributes': 1, 'number_abstract_methods': 1, 'number_package_visibility_attributes': 1, 'number_private_visibility_methods': 1, 'number_not_final_static_methods': 1, 'number_constructor_DefaultConstructor_methods': 1}"
