smell,type,value,head,fea_num,features
complex-class,agreement,1.0,cohesion,10,"{'CBO': 291, 'RFC': 289, 'C3': 271, 'NOAM_type': 269, 'WOC_type': 251, 'number_private_visibility_attributes': 240, 'NIM_type': 233, 'TCC_type': 198, 'NOCS_package': 167, 'number_constructor_NotDefaultConstructor_methods': 119, 'LCOM5_type': 91, 'is_test': 61, 'NOI_package': 61, 'LOC': 50, 'MPC': 36, 'Avg-commit-size': 31, 'is_controller': 25, 'is_procedural': 24, 'number_constructor_DefaultConstructor_methods': 18, 'ATFD_type': 17, 'number_final_not_static_methods': 17, 'NMO_type': 14, 'number-fixes': 14, 'NOC_type': 14, 'persistance': 12, 'num_final_not_static_attributes': 12, 'NOCS_type': 12, 'number_protected_visibility_attributes': 9, 'number-committors': 9, 'num_static_not_final_attributes': 9, 'is_util': 8, 'number_package_visibility_attributes': 8, 'number_not_final_static_methods': 7, 'NOPA_type': 4, 'number_private_visibility_methods': 4, 'number_package_visibility_methods': 4, 'isStatic_type': 4, 'number_final_static_methods': 3, 'number_abstract_methods': 2, 'NOII_type': 2}"
complex-class,agreement,1.0,size,10,"{'CBO': 291, 'RFC': 289, 'C3': 271, 'NOAM_type': 269, 'WOC_type': 251, 'number_private_visibility_attributes': 240, 'NIM_type': 233, 'TCC_type': 198, 'NOCS_package': 167, 'number_constructor_NotDefaultConstructor_methods': 119, 'LCOM5_type': 91, 'is_test': 61, 'NOI_package': 61, 'LOC': 50, 'MPC': 36, 'Avg-commit-size': 31, 'is_controller': 25, 'is_procedural': 24, 'number_constructor_DefaultConstructor_methods': 18, 'ATFD_type': 17, 'number_final_not_static_methods': 17, 'NMO_type': 14, 'number-fixes': 14, 'NOC_type': 14, 'persistance': 12, 'num_final_not_static_attributes': 12, 'NOCS_type': 12, 'number_protected_visibility_attributes': 9, 'number-committors': 9, 'num_static_not_final_attributes': 9, 'is_util': 8, 'number_package_visibility_attributes': 8, 'number_not_final_static_methods': 7, 'NOPA_type': 4, 'number_private_visibility_methods': 4, 'number_package_visibility_methods': 4, 'isStatic_type': 4, 'number_final_static_methods': 3, 'number_abstract_methods': 2, 'NOII_type': 2}"
complex-class,agreement,0.9576271186440678,complexity,10,"{'CBO': 291, 'RFC': 289, 'C3': 271, 'NOAM_type': 269, 'WOC_type': 251, 'number_private_visibility_attributes': 240, 'NIM_type': 233, 'TCC_type': 198, 'NOCS_package': 167, 'number_constructor_NotDefaultConstructor_methods': 119, 'LCOM5_type': 91, 'is_test': 61, 'NOI_package': 61, 'LOC': 50, 'MPC': 36, 'Avg-commit-size': 31, 'is_controller': 25, 'is_procedural': 24, 'number_constructor_DefaultConstructor_methods': 18, 'ATFD_type': 17, 'number_final_not_static_methods': 17, 'NMO_type': 14, 'number-fixes': 14, 'NOC_type': 14, 'persistance': 12, 'num_final_not_static_attributes': 12, 'NOCS_type': 12, 'number_protected_visibility_attributes': 9, 'number-committors': 9, 'num_static_not_final_attributes': 9, 'is_util': 8, 'number_package_visibility_attributes': 8, 'number_not_final_static_methods': 7, 'NOPA_type': 4, 'number_private_visibility_methods': 4, 'number_package_visibility_methods': 4, 'isStatic_type': 4, 'number_final_static_methods': 3, 'number_abstract_methods': 2, 'NOII_type': 2}"
complex-class,agreement,0.5,production,10,"{'CBO': 291, 'RFC': 289, 'C3': 271, 'NOAM_type': 269, 'WOC_type': 251, 'number_private_visibility_attributes': 240, 'NIM_type': 233, 'TCC_type': 198, 'NOCS_package': 167, 'number_constructor_NotDefaultConstructor_methods': 119, 'LCOM5_type': 91, 'is_test': 61, 'NOI_package': 61, 'LOC': 50, 'MPC': 36, 'Avg-commit-size': 31, 'is_controller': 25, 'is_procedural': 24, 'number_constructor_DefaultConstructor_methods': 18, 'ATFD_type': 17, 'number_final_not_static_methods': 17, 'NMO_type': 14, 'number-fixes': 14, 'NOC_type': 14, 'persistance': 12, 'num_final_not_static_attributes': 12, 'NOCS_type': 12, 'number_protected_visibility_attributes': 9, 'number-committors': 9, 'num_static_not_final_attributes': 9, 'is_util': 8, 'number_package_visibility_attributes': 8, 'number_not_final_static_methods': 7, 'NOPA_type': 4, 'number_private_visibility_methods': 4, 'number_package_visibility_methods': 4, 'isStatic_type': 4, 'number_final_static_methods': 3, 'number_abstract_methods': 2, 'NOII_type': 2}"
complex-class,agreement,0.8,testing,10,"{'CBO': 291, 'RFC': 289, 'C3': 271, 'NOAM_type': 269, 'WOC_type': 251, 'number_private_visibility_attributes': 240, 'NIM_type': 233, 'TCC_type': 198, 'NOCS_package': 167, 'number_constructor_NotDefaultConstructor_methods': 119, 'LCOM5_type': 91, 'is_test': 61, 'NOI_package': 61, 'LOC': 50, 'MPC': 36, 'Avg-commit-size': 31, 'is_controller': 25, 'is_procedural': 24, 'number_constructor_DefaultConstructor_methods': 18, 'ATFD_type': 17, 'number_final_not_static_methods': 17, 'NMO_type': 14, 'number-fixes': 14, 'NOC_type': 14, 'persistance': 12, 'num_final_not_static_attributes': 12, 'NOCS_type': 12, 'number_protected_visibility_attributes': 9, 'number-committors': 9, 'num_static_not_final_attributes': 9, 'is_util': 8, 'number_package_visibility_attributes': 8, 'number_not_final_static_methods': 7, 'NOPA_type': 4, 'number_private_visibility_methods': 4, 'number_package_visibility_methods': 4, 'isStatic_type': 4, 'number_final_static_methods': 3, 'number_abstract_methods': 2, 'NOII_type': 2}"
spaghetti-code,agreement,0.7800687285223368,all,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,entropy,3.039818418622373,all,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,coupling,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,changehistory,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,cohesion,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,size,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,0.5,complexity,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,0.0,production,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,0.0,testing,11,"{'C3': 232, 'NOM_package': 189, 'NOCS_package': 150, 'number_constructor_DefaultConstructor_methods': 141, 'NOC_type': 128, 'number_final_methods': 113, 'number_final_not_static_methods': 83, 'LOC': 82, 'number_protected_visibility_attributes': 80, 'number_abstract_methods': 76, 'number_package_visibility_methods': 73, 'number_private_visibility_methods': 71, 'MPC': 71, 'number_constructor_NotDefaultConstructor_methods': 66, 'number_final_static_methods': 63, 'number_package_visibility_attributes': 58, 'number_private_visibility_attributes': 56, 'number-committors': 56, 'avg.dev.scattering': 53, 'CFNAMM_type': 52, 'LCOM5_type': 49, 'num_static_not_final_attributes': 49, 'CBO': 44, 'WMC': 44, 'DIT_type': 43, 'NOI_package': 41, 'RFC': 39, 'number_protected_visibility_methods': 38, 'Avg-commit-size': 37, 'isStatic_type': 37, 'WOC_type': 37, 'number-changes': 36, 'is_controller': 36, 'TCC_type': 34, 'NOPA_type': 33, 'num_not_final_not_static_attributes': 31, 'WMCNAMM_type': 31, 'num_final_not_static_attributes': 31, 'number_not_final_not_static_methods': 27, 'persistance': 23, 'num_final_static_attributes': 18, 'NOAM_type': 16, 'NOII_type': 14, 'NIM_type': 13, 'is_test': 12, 'NMO_type': 10, 'ATFD_type': 10, 'NOCS_type': 10, 'is_util': 2, 'is_external': 1}"
blob,agreement,0.4619289340101523,all,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,entropy,2.9922061147220247,all,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,1.0,coupling,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,0.034482758620689655,changehistory,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,1.0,cohesion,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,1.0,size,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,1.0,complexity,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,0.08333333333333333,production,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
blob,agreement,0.2222222222222222,testing,11,"{'RFC': 178, 'WMC': 177, 'CBO': 175, 'C3': 167, 'num_final_static_attributes': 155, 'LOC': 151, 'NOAM_type': 146, 'NOCS_package': 120, 'TCC_type': 118, 'WOC_type': 109, 'ATFD_type': 64, 'MPC': 50, 'NOPA_type': 49, 'NOI_package': 46, 'number_constructor_NotDefaultConstructor_methods': 38, 'LCOM5_type': 35, 'number_private_visibility_attributes': 31, 'is_controller': 22, 'Readability': 20, 'number_constructor_DefaultConstructor_methods': 20, 'is_test': 13, 'number_package_visibility_methods': 10, 'number-changes': 8, 'number_package_visibility_attributes': 8, 'Avg-commit-size': 7, 'DIT_type': 7, 'number_protected_visibility_methods': 4, 'num_static_not_final_attributes': 4, 'number_not_final_static_methods': 4, 'NOCS_type': 4, 'NOC_type': 3, 'num_final_not_static_attributes': 3, 'number_abstract_methods': 2, 'number_protected_visibility_attributes': 2, 'number_private_visibility_methods': 2, 'NMO_type': 2, 'NOII_type': 1, 'isStatic_type': 1, 'is_util': 1, 'number_final_not_static_methods': 1}"
