perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external
NON-SEVERE,1062,0.15,17,0.44,8,51,0.11,10,108,6,2,6,0.87,0,0,1,4,1,0,4,4,5,14,2,166,4,0.5,0,0.6,1,10,7,34,0,713,36,0,0,5,0,0,1,1,1,4,0,0,2,0,2,0,0,0,4,0,0,0,0,4,4,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,905,0.72,5,0.48,3,6,0.82,7,6,5,4,6,0.15,1,0,0,1,0,2,1,1,0,0,1,34,1,1,?,0,?,6,7,34,0,713,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,960,0.32,4,0.5,9,25,0.37,9,14,4,4,10,0.54,1,7,0,8,0,0,0,1,4,0,1,32,0,0.142857,0,0.857143,0.125,1,31,23,3,423,87,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,981,0.75,4,0.53,0,21,0.82,4,7,3,2,18,0.1,1,0,0,7,1,0,3,7,8,14,2,167,4,0.714286,0,0.854167,1,18,7,34,0,713,36,0,0,8,0,0,7,7,7,1,0,0,6,0,1,0,0,0,7,0,0,0,0,7,7,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,925,0.61,5,0.52,9,29,0.36,4,35,3,3,11,0.4,0,6,0,6,0,0,0,0,3,0,1,24,0,0.2,1,0.8,0,0,31,23,3,423,87,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,974,0.72,5,0.46,1,20,0.72,7,3,7,1,14,0.14,3,9,7,63,?,3,5,54,23,?,2,1910,11,0.383503,3,0.953717,?,233,11,101,0,2259,113,0,2,4,17,0,9,6,6,14,3,0,34,10,19,0,4,4,55,1,0,4,1,58,50,0,4,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,943,0.75,6,0.49,2,18,0.81,4,5,3,3,7,0.19,1,7,0,16,1,0,0,9,7,0,1,105,0,0.2,0,0.866667,0.5625,9,4,32,0,659,53,0,0,7,0,0,0,0,0,7,0,0,16,0,0,0,0,0,16,0,0,0,0,16,8,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,987,0.75,4,0.42,0,9,0.75,8,10,4,2,15,0.1,0,0,0,1,0,0,0,1,6,0,1,38,0,1,0,0,0,1,11,31,4,509,45,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,903,0.27,16,0.44,6,46,0.04,6,88,4,4,7,0.82,0,0,1,11,0,0,1,11,1,0,1,146,1,0.622222,1,0.3,1,17,3,16,0,197,16,0,0,1,0,0,0,0,0,1,0,0,10,0,0,1,9,0,2,0,0,9,0,2,10,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1032,0.24,12,0.53,11,53,0.07,6,128,3,2,9,0.77,1,0,0,1,0,0,0,1,0,0,1,42,0,1,0,0,1,7,3,16,0,197,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1067,0.07,11,0.52,9,69,0.08,3,193,4,2,9,0.83,0,0,0,4,?,0,2,4,4,?,2,51,4,0,1,1,?,11,3,16,0,197,16,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,1,2,1,0,0,1,0,3,3,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,973,0.26,7,0.55,6,53,0.08,9,63,4,3,14,0.8,0,9,0,12,1,0,1,3,7,0,1,79,0,0.30303,0,0.857143,0.25,11,6,47,1,762,77,0,0,7,0,0,0,2,0,5,0,2,13,0,0,0,0,0,13,0,0,0,0,13,3,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,925,0.69,7,0.48,2,6,0.82,3,2,4,4,15,0.12,0,1,0,7,0,11,12,6,5,0,1,306,20,0.2,0,0.866667,0.75,48,14,112,4,2893,139,0,0,5,0,0,0,0,0,5,0,0,4,1,2,0,3,0,4,1,1,2,0,4,5,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,964,0.72,3,0.41,3,8,0.79,7,5,6,2,18,0.1,0,0,2,9,0,1,4,9,5,0,1,200,2,1,0,0.825,1,20,14,26,0,817,116,0,0,5,0,0,2,2,2,3,0,0,6,3,0,0,0,0,9,2,0,0,2,7,8,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,892,0.63,5,0.52,10,30,0.47,6,41,3,4,13,0.52,0,6,0,6,0,0,0,0,3,0,1,25,0,0.2,0,0.8,0,0,128,327,0,1934,410,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,898,0.46,7,0.52,5,30,0.44,3,25,5,3,16,0.41,0,6,0,7,0,0,0,1,3,0,1,29,0,0.2,0,0.833333,0.142857,1,128,327,0,1934,410,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,897,0.47,3,0.5,6,31,0.4,5,19,4,1,10,0.23,1,0,0,1,0,1,0,1,0,0,1,10,0,1,?,0,?,2,14,26,0,817,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1055,0.6,4,0.54,9,35,0.45,3,21,4,2,9,0.4,0,6,0,6,0,0,0,0,3,0,1,24,0,0.2,0,0.8,0,0,11,16,0,210,49,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1058,0.61,7,0.45,8,22,0.42,4,30,5,3,10,0.41,0,6,0,6,0,0,0,0,3,0,1,23,0,0.2,0,0.8,0,0,11,16,0,210,49,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1026,0.23,7,0.54,6,22,0.43,8,42,6,4,10,0.54,0,8,0,8,0,0,0,0,4,0,1,31,0,0.142857,0,0.857143,0,0,11,16,0,210,49,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,992,0.56,6,0.54,6,25,0.47,6,33,5,1,13,0.29,1,0,0,1,0,0,0,1,0,0,1,3,0,1,?,0,?,1,133,235,0,2888,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,915,0.46,5,0.46,9,22,0.44,9,16,6,3,12,0.29,1,0,0,1,0,0,2,1,0,0,1,3,2,1,?,0,?,1,133,235,0,2888,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,892,0.43,4,0.54,5,23,0.36,2,39,3,1,7,0.32,0,0,0,1,0,0,0,1,109,0,1,230,0,1,0,0,0,1,2,2,0,340,2,0,109,0,0,0,109,109,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,951,0.19,9,0.5,11,40,0.08,5,135,6,1,14,0.61,1,0,0,19,0,6,5,19,3,0,1,94,7,0.006536,0,1,1,25,1,19,0,94,19,0,0,3,0,0,0,1,0,2,0,1,19,0,0,0,0,0,19,0,0,0,0,19,18,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,967,0.07,7,0.42,5,68,0.11,3,58,3,4,12,0.55,0,0,0,1,0,0,2,1,1,101,7,27,1,1,0,0,1,1,760,1182,1,32189,1188,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,908,0.11,19,0.54,8,44,0.03,9,88,4,1,14,0.81,1,4,0,5,0,0,0,1,5,0,1,30,0,0,0,1,0.2,1,159,3633,16,85061,4912,0,0,5,0,0,5,1,1,0,4,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1027,0.38,18,0.42,7,53,0.08,10,99,3,1,11,0.84,0,23,0,105,29,124,23,82,49,677,3,1595,88,0.041209,3,0.98803,0.642857,471,159,3633,16,85061,4912,0,22,21,6,0,24,26,24,23,0,2,105,0,1,0,0,0,106,0,0,0,0,106,82,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1070,0.37,19,0.46,9,47,0.05,3,100,6,2,13,0.67,0,22,0,67,40,84,13,45,54,737,4,1493,44,0.128671,0,0.995511,0.447917,295,159,3633,16,85061,4912,0,32,22,0,0,39,39,39,15,0,0,64,0,3,0,1,0,66,0,0,1,0,66,44,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,901,0.05,12,0.46,9,50,0.06,4,181,4,2,10,0.8,0,3,0,4,0,0,0,1,2,0,1,7,0,0.333333,0,0.666667,0.25,1,14,26,0,817,116,0,0,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1087,0.45,7,0.42,5,27,0.45,2,41,4,2,9,0.46,0,0,0,1,0,12,0,1,33,0,1,110,0,1,0,0,0,1,2,2,0,340,2,0,33,0,0,0,33,33,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1091,0.31,4,0.43,8,29,0.49,9,27,5,4,13,0.43,1,0,0,2,0,3,1,2,3,0,1,40,1,1,0,1,1,4,1,2,0,40,2,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1026,0.5,4,0.49,6,29,0.41,9,38,6,1,15,0.5,0,0,0,5,0,25,15,5,0,5,2,214,27,1,0,0,1,29,14,41,1,1004,41,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,5,4,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,912,0.49,7,0.5,6,27,0.47,8,39,7,1,14,0.23,0,6,4,7,0,3,10,1,6,520,5,96,13,0.6,0,0.888889,0.2,1,22,214,6,2913,322,0,0,0,6,0,0,0,0,6,0,0,5,1,1,0,0,0,7,0,0,0,0,7,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,957,0.59,5,0.42,11,27,0.4,8,32,4,1,6,0.45,0,0,0,7,0,3,11,7,0,10,2,151,16,0,0,0,1,24,4,32,0,473,32,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,1,7,7,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,965,0.28,6,0.55,9,25,0.46,6,37,3,4,17,0.31,0,4,0,5,0,0,0,1,7,0,1,14,0,0,0,1,0.125,1,2,3,1,44,7,0,3,0,0,4,0,3,0,4,0,3,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,995,0.44,4,0.46,10,33,0.5,4,32,7,3,15,0.37,0,3,1,43,34,34,21,40,3,123,3,1348,89,0.340244,0,0.944444,0.909091,249,14,161,1,3417,181,0,0,1,1,1,0,1,0,2,0,1,33,0,10,0,0,0,43,0,0,0,0,43,38,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1031,0.31,4,0.51,8,35,0.36,7,19,3,4,12,0.31,0,6,0,6,0,0,0,0,3,0,1,1,0,0.2,0,0.8,0,0,497,1562,8,24196,1857,0,0,0,0,3,0,0,0,3,0,0,6,0,0,1,0,0,7,0,0,0,0,7,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1017,0.74,5,0.49,2,19,0.72,7,9,6,1,14,0.11,0,5,0,7,1,0,0,2,5,14,3,20,0,0.3,0,1,0.285714,2,62,335,3,6239,404,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1024,0.6,5,0.43,11,31,0.42,6,19,7,3,11,0.25,5,46,13,154,0,20,36,108,47,0,1,2378,80,0.272109,4,0.984425,0.620438,414,89,749,6,16063,950,0,8,20,17,2,0,9,0,38,0,9,129,3,20,2,0,0,154,1,0,0,1,153,105,0,3,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1022,0.23,4,0.41,5,22,0.36,7,42,5,3,8,0.47,3,18,3,55,0,19,21,37,25,0,1,1179,51,0.439626,0,0.964444,0.627907,194,89,749,6,16063,950,0,0,23,0,2,0,0,0,25,0,0,43,5,0,7,0,0,55,0,0,0,0,55,36,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1071,0.74,6,0.42,2,8,0.71,10,6,7,3,9,0.2,1,4,0,7,1,0,0,3,3,0,1,45,0,0.238095,0,0.777778,0.428571,3,6,16,0,467,20,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,987,0.24,4,0.48,9,26,0.36,8,30,7,3,14,0.5,0,4,0,5,0,0,0,1,4,0,1,35,0,0,0,1,0.2,1,14,40,0,1875,65,1,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1067,0.6,4,0.52,6,25,0.37,6,37,7,2,11,0.54,1,10,0,11,0,0,0,1,5,0,1,47,0,0.111111,0,0.9,0.090909,1,29,75,0,5472,224,1,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,950,0.41,7,0.55,8,32,0.41,4,19,7,4,15,0.31,0,6,0,7,0,0,0,1,6,0,1,53,0,0,0,1,0.142857,1,29,163,2,7792,230,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1057,0.2,3,0.43,8,34,0.41,8,26,7,2,12,0.49,1,6,0,8,0,0,1,2,6,5,2,18,1,0.2,2,1,0.181818,2,52,239,3,7639,261,0,3,3,0,0,3,3,3,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,922,0.23,3,0.55,10,35,0.46,9,30,3,1,7,0.45,0,0,0,7,0,17,2,7,1,0,1,1217,14,0.3,0,0.833333,1,167,52,239,3,7639,261,0,0,1,0,0,1,1,1,0,0,0,5,2,0,0,0,0,7,7,0,0,7,0,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1099,0.49,6,0.44,8,24,0.36,8,20,6,1,17,0.23,1,10,0,12,0,0,0,2,5,0,1,55,0,0.111111,0,0.909091,0.166667,2,12,40,0,1908,62,1,0,5,0,0,0,0,0,5,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,905,0.4,4,0.54,5,28,0.39,4,37,7,3,10,0.43,0,6,0,7,0,0,0,1,6,0,1,49,0,0,0,1,0.142857,1,12,40,0,1908,62,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1036,0.49,5,0.47,8,35,0.4,10,30,7,1,17,0.37,1,6,0,8,0,0,0,2,3,0,1,39,0,0.2,0,0.857143,0.25,2,20,63,0,2505,75,1,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,928,0.6,5,0.49,9,29,0.41,2,37,7,1,14,0.46,0,23,7,93,0,27,35,70,33,0,1,1324,71,0.347339,0,0.961792,0.744186,254,17,203,2,4016,326,0,0,33,0,0,0,8,0,25,0,8,86,7,0,0,0,0,93,6,0,0,6,87,69,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1082,0.5,6,0.45,9,29,0.49,6,25,3,2,9,0.26,0,0,11,7,1,34,9,7,9,158,7,5126,23,0,0,1,0.8,181,33,103,0,6189,111,0,1,8,0,0,1,2,1,7,0,1,4,3,0,0,0,0,7,4,0,0,4,3,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,899,0.66,4,0.46,7,34,0.4,7,21,6,1,14,0.5,0,0,11,8,1,34,11,8,9,158,7,5349,25,0,0,1,0.8,185,41,113,0,6405,121,0,1,8,0,0,1,2,1,7,0,1,4,4,0,0,0,0,8,5,0,0,5,3,8,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,989,0.47,3,0.53,9,28,0.42,6,37,3,3,12,0.47,0,6,0,10,0,2,4,4,4,4,2,33,4,0.166667,0,0.861111,0.4,4,2,8,0,145,14,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,10,0,0,0,0,10,3,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,927,0.37,6,0.43,10,34,0.44,7,20,5,2,6,0.26,0,22,0,23,0,0,0,1,13,0,1,69,0,0.044118,0,0.968531,0,1,2,5,0,475,43,0,2,11,0,0,2,2,2,11,0,0,17,5,1,0,0,0,23,0,0,0,0,23,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,946,0.41,3,0.46,10,22,0.4,8,18,7,4,11,0.44,0,22,0,22,0,0,0,0,12,0,1,8,0,0.047619,0,0.960317,0,0,1,0,0,224,22,0,1,11,0,0,1,1,1,11,0,0,23,0,0,0,0,0,23,0,0,0,0,23,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1091,0.36,7,0.54,8,26,0.49,8,17,3,4,15,0.47,0,10,0,10,0,0,0,0,8,0,1,9,0,0.111111,0,0.972222,0,0,9,10,0,1119,136,0,3,5,0,0,3,3,3,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,958,0.36,6,0.52,9,33,0.35,10,39,5,2,15,0.55,0,14,0,15,0,0,0,1,13,0,1,7,0,0.076923,0,0.994505,0.047619,1,9,10,0,1119,136,0,6,7,0,0,6,6,6,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1050,0.6,3,0.43,9,30,0.44,4,16,7,1,18,0.37,0,14,0,15,0,0,0,1,11,0,1,3,0,0.076923,0,0.980519,0.052632,1,9,10,0,1119,136,0,4,7,0,0,4,4,4,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1042,0.56,4,0.47,5,23,0.44,3,22,3,1,6,0.36,0,8,0,8,0,0,0,0,6,0,1,6,0,0.142857,0,0.952381,0,0,9,10,0,1119,136,0,2,4,0,0,2,2,2,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,927,0.46,3,0.53,5,32,0.39,4,19,3,4,12,0.52,0,14,0,15,0,0,0,1,10,0,1,1,0,0.076923,0,0.971429,0.055556,1,9,10,0,1119,136,0,3,7,0,0,3,3,3,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,969,0.72,3,0.45,3,14,0.82,9,2,4,3,16,0.12,1,17,1,75,0,110,38,58,15,0,1,1767,103,0.402899,0,0.926126,0.757143,285,6,126,2,2701,156,0,0,15,0,0,0,1,0,14,0,1,70,5,0,0,0,0,75,1,0,0,1,74,58,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,957,0.3,4,0.44,6,28,0.4,9,23,4,1,6,0.48,1,18,0,82,0,90,39,64,19,0,1,1678,96,0.41396,0,0.905783,0.735294,283,3,126,4,2443,144,0,0,19,0,0,0,0,0,19,0,0,68,13,1,0,0,0,82,0,0,0,0,82,63,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,896,0.45,6,0.46,7,23,0.5,3,21,6,4,14,0.51,2,0,1,38,2,19,22,38,22,114,2,1241,55,0.458498,0,0.922604,0.892857,121,13,166,0,5176,173,0,3,19,0,0,13,6,6,9,7,0,25,13,0,0,0,0,38,0,0,0,0,38,34,0,4,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1075,0.38,5,0.41,10,31,0.37,8,36,6,4,17,0.44,1,0,4,43,2,36,23,43,17,114,2,1958,53,0.333333,0,0.94958,1,251,13,166,0,5176,173,0,0,17,0,0,12,2,2,5,10,0,5,38,0,0,0,0,43,0,0,0,0,43,41,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,958,0.4,5,0.45,5,24,0.42,3,17,7,1,14,0.35,0,0,0,36,0,0,1,36,2,0,1,818,2,0.001783,0,0.985714,0.971429,118,6,64,0,1401,74,0,1,1,0,0,1,2,1,0,0,1,34,2,0,0,2,0,34,36,2,0,34,0,36,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,932,0.74,3,0.54,4,14,0.73,6,8,6,3,6,0.17,0,8,0,9,0,0,1,1,8,0,1,10,2,0,0,1,0.111111,3,6,64,0,1401,74,0,0,8,0,0,0,0,0,8,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,932,0.46,7,0.55,9,26,0.46,7,42,5,2,17,0.43,2,24,0,27,0,0,0,3,13,0,1,11,0,0.04,0,0.961538,0.111111,3,31,350,5,6541,696,0,0,13,0,0,0,0,0,13,0,0,27,0,0,0,0,0,27,0,0,0,0,27,2,0,1,TRUE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1092,0.46,6,0.45,8,34,0.37,7,15,5,4,9,0.4,2,12,0,13,0,0,0,1,6,0,1,7,0,0.090909,0,0.916667,0.076923,1,31,350,5,6541,696,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,1099,0.22,7,0.44,11,32,0.4,4,26,3,2,6,0.28,0,10,0,11,0,0,0,1,5,0,1,2,0,0.111111,0,0.9,0.090909,1,4,32,2,427,42,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,899,0.72,3,0.47,3,8,0.86,5,5,6,4,8,0.16,0,14,0,14,0,0,0,0,7,0,1,68,0,0.076923,0,0.923077,0,0,9,47,0,1185,109,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,942,0.48,5,0.47,5,27,0.47,3,20,7,3,8,0.46,0,14,0,14,0,0,0,0,7,0,1,68,0,0.076923,0,0.923077,0,0,7,14,0,516,56,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1048,0.69,3,0.46,1,18,0.7,2,8,3,4,18,0.18,0,8,0,8,0,0,0,0,4,0,1,47,0,0.142857,0,0.857143,0,0,14,26,0,817,116,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1073,0.74,4,0.47,3,17,0.81,7,5,3,1,6,0.19,0,12,0,14,0,1,5,2,8,16,3,108,5,0.121212,0,0.942308,0.142857,18,14,48,0,1803,162,0,0,8,0,0,1,2,1,6,0,1,14,0,0,0,0,0,14,0,0,0,0,14,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1051,0.37,4,0.48,11,25,0.45,10,39,6,4,14,0.3,0,0,0,9,0,36,23,9,4,0,1,429,57,0.642857,0,0.78125,1,50,21,165,0,9721,166,0,0,4,0,0,1,3,1,1,0,2,8,0,0,1,0,0,9,0,0,0,0,9,8,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,934,0.74,6,0.47,2,17,0.88,9,3,3,3,11,0.14,0,1,0,3,0,1,1,2,3,0,1,16,0,1,0,0.833333,0.666667,2,134,428,2,12585,454,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1016,0.26,11,0.52,8,48,0.09,9,117,7,4,16,0.82,1,27,0,31,0,2,4,4,14,0,1,44,6,0.045977,0,0.959524,0.1,8,6,38,2,863,73,0,0,14,0,0,0,0,0,14,0,0,31,1,0,0,0,0,32,1,0,0,1,31,4,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,998,0.13,14,0.41,6,65,0.05,6,97,4,2,11,0.76,3,5,0,100,0,9,33,95,46,0,1,3446,103,0.500947,1,0.956083,0.94186,467,21,233,6,10160,347,0,0,1,45,0,2,3,2,43,0,1,86,0,14,0,30,0,70,7,0,30,7,63,93,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1024,0.23,20,0.5,11,70,0.04,3,81,3,2,15,0.55,11,16,1,60,0,39,33,44,34,520,5,1866,50,0.263645,0,0.955135,0.666667,271,324,1378,38,36313,1878,0,1,19,14,0,2,5,2,29,0,3,47,12,1,0,0,0,60,0,0,0,0,60,43,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
